p,lambda,alpha,K_structure,solver,starting_point,tolerance,m,status,time,f_end,error
200,0.2,0,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,1.7019999999999982,199.8719210356652,NA
200,0.2,0,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,1.6769999999999925,199.8719210356652,NA
200,0.1,0.5,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,0.4140000000000015,169.31078643546738,NA
200,0.1,0.5,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,0.3960000000000008,169.31078643546738,NA
200,0.2,0.5,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,0.09500000000000597,169.31471805599455,NA
200,0.2,0.5,hub_09,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,0.10299999999999443,169.31471805599455,NA
200,0.1,0,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,2.5740000000000123,163.96660537271507,NA
200,0.1,0,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,2.570999999999998,163.96660537271507,NA
200,0.2,0,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,1.5430000000000064,188.57412730796935,NA
200,0.2,0,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,1.5090000000000003,188.57412730796935,NA
200,0.1,0.5,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,0.6929999999999978,167.05407890538672,NA
200,0.1,0.5,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,0.6870000000000047,167.05407890538672,NA
200,0.2,0.5,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,0.22500000000000142,169.29222414376738,NA
200,0.2,0.5,AR2,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,0.2220000000000013,169.29222414376738,NA
200,0.1,0,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,93.013,146.15225801900579,NA
200,0.1,0,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,92.043,146.15225801900579,NA
200,0.2,0,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,7.9539999999999935,159.60513149719793,NA
200,0.2,0,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,7.757999999999996,159.60513149719793,NA
200,0.1,0.5,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,9.1839999999999975,156.35691165199268,NA
200,0.1,0.5,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,9.273999999999994,156.35691165199268,NA
200,0.2,0.5,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,1,ok,5.381999999999998,161.00734392596925,NA
200,0.2,0.5,random,pcglassoFast_PrimalDual,I,9.999999999999982e-9,2,ok,5.359000000000002,161.00734392596925,NA
